"COG","SOG","Timestamp","mercator_x","mercator_y","MMSI","RouteName","Type","Latitude","Longitude"
"233.8","14.1","Mon Apr 02 20:32:26 CST 2018","1.3549332714066604E7","4897771.333269524","414229000","EXs1EXs0","机动船在航","40.21868","121.71572666666668"
"234.1","14.1","Mon Apr 02 20:32:32 CST 2018","1.354928633094544E7","4897737.559750313","414229000","EXs1EXs0","机动船在航","40.218448333333335","121.71531"
"234.2","14.1","Mon Apr 02 20:32:38 CST 2018","1.3549247369123662E7","4897709.131769693","414229000","EXs1EXs0","机动船在航","40.21825333333334","121.71496"
"235.0","14.1","Mon Apr 02 20:33:03 CST 2018","1.3549053116612226E7","4897571.36656101","414229000","EXs1EXs0","机动船在航","40.217308333333335","121.713215"
"234.9","14.0","Mon Apr 02 20:33:14 CST 2018","1.3548968142734256E7","4897512.0819478845","414229000","EXs1EXs0","机动船在航","40.216901666666665","121.71245166666668"
"235.1","14.0","Mon Apr 02 20:33:20 CST 2018","1.3548921574080609E7","4897480.253060581","414229000","EXs1EXs0","机动船在航","40.216683333333336","121.71203333333334"
"235.2","14.1","Mon Apr 02 20:33:27 CST 2018","1.3548867213062605E7","4897442.836026499","414229000","EXs1EXs0","机动船在航","40.21642666666666","121.711545"
"235.2","14.0","Mon Apr 02 20:33:33 CST 2018","1.3548821015473925E7","4897410.764395806","414229000","EXs1EXs0","机动船在航","40.216206666666665","121.71113"
"235.2","14.0","Mon Apr 02 20:33:38 CST 2018","1.354878186811966E7","4897384.038116435","414229000","EXs1EXs0","机动船在航","40.21602333333333","121.71077833333334"
"235.2","14.1","Mon Apr 02 20:33:44 CST 2018","1.3548727507101657E7","4897346.621446797","414229000","EXs1EXs0","机动船在航","40.21576666666667","121.71029"
"235.3","14.0","Mon Apr 02 20:33:51 CST 2018","1.3548680381850556E7","4897314.064200213","414229000","EXs1EXs0","机动船在航","40.215543333333336","121.70986666666668"
"235.4","14.0","Mon Apr 02 20:33:56 CST 2018","1.3548633442131937E7","4897281.750024261","414229000","EXs1EXs0","机动船在航","40.21532166666667","121.709445"
"235.5","14.0","Mon Apr 02 20:34:03 CST 2018","1.3548586687945802E7","4897249.678916555","414229000","EXs1EXs0","机动船在航","40.21510166666667","121.709025"
